Id,Section,ui,Label,Enumeration,Notes,pattern,min,max,Branching_Logic,Unit,CDE_Reference,source_file,source_directory
cytostorm_dx_basis_admit,Inpatient Admit Discharge Details,radio,Diagnosis basis,"1, Clinical evidence | 2, Laboratory evidence",Diagnosis present at admission,,,,[cytostorm_dx_admit] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
qtc_dx_admit,Inpatient Admit Discharge Details,radio,Prolonged QTc,"1, Yes | 0, No",Diagnosis present at admission,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
organfail_dx_admit,Inpatient Admit Discharge Details,radio,Organ failure,"1, Yes | 0, No",Diagnosis present at admission,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
other_dx_admit,Inpatient Admit Discharge Details,radio,Other diagnosis,"1, Yes | 0, No",Diagnosis present at admission,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
pneumonia_dx_discharge,Inpatient Admit Discharge Details,radio,Pneumonia,"1, Yes | 0, No",Diagnosis present at discharge,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
respfailure_dx_discharge,Inpatient Admit Discharge Details,radio,Respiratory Failure,"1, Yes | 0, No",Diagnosis present at discharge,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
ards_dx_discharge,Inpatient Admit Discharge Details,radio,Acute respiratory distress syndrome (ARDS),"1, Yes | 0, No",Diagnosis present at discharge,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
sepsis_dx_discharge,Inpatient Admit Discharge Details,radio,Sepsis,"1, Yes | 0, No",Diagnosis present at discharge,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
septicshock_dx_discharge,Inpatient Admit Discharge Details,radio,Septic Shock,"1, Yes | 0, No",Diagnosis present at discharge,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cytostorm_dx_discharge,Inpatient Admit Discharge Details,radio,Suspected cytokine storm syndrome,"1, Yes | 0, No",Diagnosis present at discharge,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cytostorm_dx_basis_discharge,Inpatient Admit Discharge Details,radio,Diagnosis basis,"1, Clinical evidence | 2, Laboratory evidence",Diagnosis present at discharge,,,,[cytostorm_dx_discharge] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
qtc_dx_discharge,Inpatient Admit Discharge Details,radio,Prolonged QTc,"1, Yes | 0, No",Diagnosis present at discharge,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
organfail_dx_discharge,Inpatient Admit Discharge Details,radio,Organ failure,"1, Yes | 0, No",Diagnosis present at discharge,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
other_dx_discharge,Inpatient Admit Discharge Details,radio,Other diagnosis,"1, Yes | 0, No",Diagnosis present at discharge,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
ivig_yn,Inpatient Interventions,radio,IVIG,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
ivig_yn_multiple_dose,Inpatient Interventions,radio,Did the patient receive more than one dose?,"1, Yes | 0, No",Interventions during hospitalization,,,,[ivig_yn] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
intubation_yn,Inpatient Interventions,radio,Intubation,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
intubated_days,Inpatient Interventions,integer,Number of Days Intubated,,Interventions during hospitalization," ",,,[intubation_yn] = '1',days,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
ventilation_yn,Inpatient Interventions,radio,Ventilation,"1, Yes | 0, No",Interventions during hospitalization," ",,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
ventilated_days,Inpatient Interventions,integer,Number of Days Ventilated,,Interventions during hospitalization," ",,,[ventilation_yn] = '1',days,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
steroids_yn,Inpatient Interventions,radio,Corticosteroids Given?,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
steroids_name_1,Inpatient Interventions,radio,Dexamethasone,"1, Yes | 0, No",Interventions during hospitalization,,,,[steroids_yn] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
steroids_name_2,Inpatient Interventions,radio,Prednisone,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
steroids_name_3,Inpatient Interventions,radio,Methylprednisolone,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
steroids_name_4,Inpatient Interventions,radio,Hydrocortisone,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
steroids_name_5,Inpatient Interventions,radio,Other,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
immunomodulators_yn,Inpatient Interventions,radio,Immunomodulators Given?,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
immunomod_type_1,Inpatient Interventions,radio,Tocilizumab,"1, Yes | 0, No",Interventions during hospitalization,,,,[immunomodulators_yn] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
immunomod_type_2,Inpatient Interventions,radio,Baricitinib,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
immunomod_type_3,Inpatient Interventions,radio,Anakinra,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
immunomod_type_4,Inpatient Interventions,radio,Other,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
antimicrob_yn,Inpatient Interventions,radio,Antimicrobials Given?,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
antimicrob_type_1,Inpatient Interventions,radio,Remdesivir,"1, Yes | 0, No",Interventions during hospitalization,,,,[antimicrob_yn] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
antimicrob_type_2,Inpatient Interventions,radio,Vancomycin,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
antimicrob_type_3,Inpatient Interventions,radio,Ceftazidime,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
antimicrob_type_4,Inpatient Interventions,radio,Meropenem,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
antimicrob_type_5,Inpatient Interventions,radio,Linezolid,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
antimicrob_type_6,Inpatient Interventions,radio,Ceftriaxone,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
antimicrob_type_7,Inpatient Interventions,radio,Ciprofloxacin,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
antimicrob_type_8,Inpatient Interventions,radio,Levofloxacin,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
antimicrob_type_9,Inpatient Interventions,radio,Other,"1, Yes | 0, No",Interventions during hospitalization,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
chest_xray_yn,inpatient Imaging,radio,Chest X-Ray?,"1, Yes | 0, No",First image after admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
chest_xray_results,inpatient Imaging,radio,Results,"0, Normal | 1, Abnormal | 96, Unknown",First image after admittance,,,,[chest_xray_yn] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
chest_ct_yn,inpatient Imaging,radio,Chest CT Scan?,"1, Yes | 0, No",First image after admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
chest_ct_results,inpatient Imaging,radio,Results,"0, Normal | 1, Abnormal | 96, Unknown",First image after admittance,,,,[chest_ct_yn] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
echo_yn,inpatient Imaging,radio,Echocardiogram?,"1, Yes | 0, No",First image after admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
echo_results,inpatient Imaging,radio,Results,"0, Normal | 1, Abnormal | 96, Unknown",First image after admittance,,,,[echo_yn] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
height_admit,Vitals Admittance,number,Height at admittance,,First vitals after admittance,,15,200,,centimeters,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
weight_admit,Vitals Admittance,number,Weight at admittance,,First vitals after admittance,,2,190,,kilograms,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
bmi_admit,Vitals Admittance,calc,BMI at admittance,([weight_admit]*10000/([height_admit]*[height_admit])),First vitals after admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
temp_admit,Vitals Admittance,number," Temperature at admittance",,First vitals after admittance,,32,44,,celsius,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
pulse_admit,Vitals Admittance,number,Pulse at admittance,,First vitals after admittance,,20,200,,beats per minute,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
bp_systolic_admit,Vitals Admittance,number,Systolic Blood Pressure at admittance,,First vitals after admittance,,70,200,,mmHg,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
bp_diastolic_admit,Vitals Admittance,number,Diastolic Blood Pressure at admittance,,First vitals after admittance,,20,400,,mmHg,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
resp_rate_admit,Vitals Admittance,number,Respiratory Rate at admittance,,First vitals after admittance,,5,100,,breaths per minute,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
spo2_admit,Vitals Admittance,number,SpO2 at admittance,,First vitals after admittance,,50,100,,percent,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
height_discharge,Vitals Discharge,number,Height at discharge,,Last vitals prior to dischange,,15,200,,centimeters,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
weight_discharge,Vitals Discharge,number,Weight  at discharge,,Last vitals prior to dischange,,2,190,,kilograms,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
bmi_discharge,Vitals Discharge,calc,BMI  at discharge,([weight_admit]*10000/([height_admit]*[height_admit])),Last vitals prior to dischange,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
temp_discharge,Vitals Discharge,number," Temperature  at discharge",,Last vitals prior to dischange,,32,44,,celsius,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
pulse_discharge,Vitals Discharge,number,Pulse  at discharge,,Last vitals prior to dischange,,20,200,,beats per minute,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
bp_systolic_discharge,Vitals Discharge,number,Systolic Blood Pressure  at discharge,,Last vitals prior to dischange,,70,200,,mmHg,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
bp_diastolic_discharge,Vitals Discharge,number,Diastolic Blood Pressure  at discharge,,Last vitals prior to dischange,,20,400,,mmHg,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
resp_rate_discharge,Vitals Discharge,number,Respiratory Rate  at discharge,,Last vitals prior to dischange,,5,100,,breaths per minute,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
spo2_discharge,Vitals Discharge,number,SpO2  at discharge,,Last vitals prior to dischange,,50,100,,percent,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_yn_admit,Labs Admittance,radio,CBC with differential test?,"1, Yes | 0, No",First lab within 24hrs of admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_wbc_admit,Labs Admittance,number,WBC (K/mcL),,First lab within 24hrs of admittance,,0,15,[cbc_yn_admit]='1',K/mcL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_rbc_admit,Labs Admittance,number,RBC (M/mcL),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',M/mcL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_hemoglob_admit,Labs Admittance,number,Hemoglobin  (g/dL),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',g/dL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_hematocrit_admit,Labs Admittance,number,Hematocrit  (%),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',percent,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_mcv_admit,Labs Admittance,number,Mean Corpuscular Volume (MCV) (fL),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',fL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_mch_admit,Labs Admittance,number,Mean Cell Hemoglobin (MCH) (pg),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',pg,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_mchc_admit,Labs Admittance,number,Mean Corpuscular Hemoglobin Concentrate (MCHC) (g/dL),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',g/dL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_rcw_admit,Labs Admittance,number,Red Cell Distribution Width (RDW) (%),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',percent,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_mpv_admit,Labs Admittance,number,Mean Platelet Volume (MPV) (fL),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',fL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_plat_count_admit,Labs Admittance,number,Platelet count (K/mcL),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',K/mcL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_neutrophil_admit,Labs Admittance,number,Neutrophil  (%),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',percent,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_lymphocyte_admit,Labs Admittance,number,Lymphocyte  (%),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',percent,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_monocyte_admit,Labs Admittance,number,Monocyte  (%),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',percent,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_eosinophil_admit,Labs Admittance,number,Eosinophil (%),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',percent,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_basophil_admit,Labs Admittance,number,Basophil (%),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',percent,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_bands_admit,Labs Admittance,number,Bands Neutrophil (%),,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',percent,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_anc_admit,Labs Admittance,number,"Neutrophil, Absolute (K/mcL)",,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',K/mcL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_lympho_abs_admit,Labs Admittance,calc,"Lymphocyte, Absolute (K/mcL)",([cbc_lymphocyte_admit]*[cbc_wbc_admit])/100,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',K/mcL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_monocyte_abs_admit,Labs Admittance,calc,"Monocyte, Absolute (K/mcL)",([cbc_monocyte_admit]*[cbc_wbc_admit])/100,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',K/mcL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_eosino_abs_admit,Labs Admittance,calc,"Eosinophil, Absolute (K/mcL)",([cbc_eosinophil_admit]*[cbc_wbc_admit])/100,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',K/mcL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_basophil_abs_admit,Labs Admittance,calc,"Basophil, Absolute (K/mcL)",([cbc_basophil_admit]*[cbc_wbc_admit])/100,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',K/mcL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cbc_bands_absol_admit,Labs Admittance,calc,"Bands, Absolute",([cbc_bands_admit]*[cbc_wbc_admit])/100,First lab within 24hrs of admittance,,,,[cbc_yn_admit]='1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
pt_ptt_yn_admit,Labs Admittance,radio,PT/PTT Tests?,"1, Yes | 0, No",First lab within 24hrs of admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
pt_admit,Labs Admittance,number,Prothrombin Time,,First lab within 24hrs of admittance,number,,,[pt_ptt_yn_admit] = '1',seconds,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
inr_admit,Labs Admittance,number,INR,,First lab within 24hrs of admittance,number,,,[pt_ptt_yn_admit] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
ptt_admit,Labs Admittance,number,Partial Thromboplastin Time (PTT),,First lab within 24hrs of admittance,number,,,[pt_ptt_yn_admit] = '1',seconds,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cortisol_yn_admit,Labs Admittance,radio,Cortisol Test?,"1, Yes | 0, No",First lab within 24hrs of admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
cortisol_admit,Labs Admittance,number,Cortisol,,First lab within 24hrs of admittance,,,,[cortisol_yn_admit] = '1',ug/dL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
esr_yn_admit,Labs Admittance,radio,Erythrocyte Sedimentation Rate (ESR) Test?,"1, Yes | 0, No",First lab within 24hrs of admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
esr_admit,Labs Admittance,number,Erythrocyte Sedimentation Rate (ESR),,First lab within 24hrs of admittance,number,,,[esr_yn_admit] = '1',mm/hr,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
ddimer_yn_admit,Labs Admittance,radio,D-dimer?,"1, Yes | 0, No",First lab within 24hrs of admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
ddimer_admit,Labs Admittance,number,D-dimer (ng/mL DDU),,First lab within 24hrs of admittance,number,,,[ddimer_yn_admit] = '1' and [baseline_arm_1][location] = '1',ng/mL DDU,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
ddimer_admit_ugml,Labs Admittance,number,D-dimer (ug/mL),,First lab within 24hrs of admittance,,,,[ddimer_yn_admit] = '1' and [baseline_arm_1][location] = '2',ug/mL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
fibrinogen_yn_admit,Labs Admittance,radio,Fibrinogen Test?,"1, Yes | 0, No",First lab within 24hrs of admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
fibrinogen_admit,Labs Admittance,number,Fibrinogen (mg/dL),,First lab within 24hrs of admittance,number,,,[fibrinogen_yn_admit] = '1',mg/dL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
crp_yn_admit,Labs Admittance,radio,C-reactive protein (CRP) test?,"1, Yes | 0, No",First lab within 24hrs of admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
crp_admit,Labs Admittance,number,C-reactive protein (mg/L),,First lab within 24hrs of admittance,,,,[crp_yn_admit] = '1',mg/L,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
pct_yn_admit,Labs Admittance,radio,Procalcitonin (PCT) Test?,"1, Yes | 0, No",First lab within 24hrs of admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
pct_admit,Labs Admittance,number,Procalcitonin,,First lab within 24hrs of admittance,number,,,[pct_yn_admit] = '1',ng/mL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
chem_yn_admit,Labs Admittance,radio,Chemistry Labs?,"1, Yes | 0, No",First lab within 24hrs of admittance,,,,,,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
sodium_admit,Labs Admittance,number,Sodium (mmol/L),,First lab within 24hrs of admittance,number,,,[chem_yn_admit] = '1',mmol/L,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
potassium_admit,Labs Admittance,number,Potassium (mmol/L),,First lab within 24hrs of admittance,number,,,[chem_yn_admit] = '1',mmol/L,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
chloride_admit,Labs Admittance,number,Chloride (mmol/L),,First lab within 24hrs of admittance,number,,,[chem_yn_admit] = '1',mmol/L,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
co2_admit,Labs Admittance,number,CO2 (mmol/L),,First lab within 24hrs of admittance,number,,,[chem_yn_admit] = '1',mmol/L,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
aniongap_admit,Labs Admittance,number,Anion gap,,First lab within 24hrs of admittance,number,,,[chem_yn_admit] = '1',,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
bun_admit,Labs Admittance,number,BUN (mg/dL),,First lab within 24hrs of admittance,number,,,[chem_yn_admit] = '1',mg/dL,,Rad_023_613-01_2022_DICT_origcopy_v1.csv,phs002609
