variable_name,label,source_file,source_directory
30158-Symtpom_Neuro-1,"In the last 14 days, did you experience any of the following neurological symptoms? None",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30158-Symtpom_Neuro-2,"In the last 14 days, did you experience any of the following neurological symptoms? Headaches",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30158-Symtpom_Neuro-3,"In the last 14 days, did you experience any of the following neurological symptoms? Loss of balance",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30158-Symtpom_Neuro-4,"In the last 14 days, did you experience any of the following neurological symptoms? Slurred speech",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30158-Symtpom_Neuro-5,"In the last 14 days, did you experience any of the following neurological symptoms? New confusion",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30158-Symtpom_Neuro-6,"In the last 14 days, did you experience any of the following neurological symptoms? Unusual shivering or shaking",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30158-Symtpom_Neuro-7,"In the last 14 days, did you experience any of the following neurological symptoms? Loss of smell",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30158-Symtpom_Neuro-8,"In the last 14 days, did you experience any of the following neurological symptoms? Loss of taste",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30158-Symtpom_Neuro-9,"In the last 14 days, did you experience any of the following neurological symptoms? Any tingling/numbness/swelling in hands or feet",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30158-Symtpom_Neuro-999,"In the last 14 days, did you experience any of the following neurological symptoms? Prefer not to answer",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30159-Symptom_Neuro_Other,"Are these symptoms consistent with any chronic neurological conditions you have, such as migraines, stroke, or other similar chronic conditions?",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30160-Symptom_Inflamm-1,"In the last 14 days, did you experience any of the following inflammatory symptoms? None",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30160-Symptom_Inflamm-2,"In the last 14 days, did you experience any of the following inflammatory symptoms? Joint or any other unexplained pain",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30160-Symptom_Inflamm-3,"In the last 14 days, did you experience any of the following inflammatory symptoms? Red or purple rash or lesions on your toes",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30160-Symptom_Inflamm-4,"In the last 14 days, did you experience any of the following inflammatory symptoms? Unexplained rashes anywhere else",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30160-Symptom_Inflamm-5,"In the last 14 days, did you experience any of the following inflammatory symptoms? Excessive sweating",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30160-Symptom_Inflamm-999,"In the last 14 days, did you experience any of the following inflammatory symptoms? Prefer not to answer",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30161-Symptom_Inflamm_othe,"Are these symptoms consistent with any chronic immune system conditions you have, such as Graves' disease, Lupus, Lyme disease, Rheumatoid arthritis or other similar chronic conditions?",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30165-Prev_Diag,Have you recovered from COVID-19 in the last 90 days?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30166-Prev_exposure-1,"In the last 14 days, did you live with, or have you been exposed to, someone diagnosed with COVID-19 or the flu? No",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30166-Prev_exposure-2,"In the last 14 days, did you live with, or have you been exposed to, someone diagnosed with COVID-19 or the flu? Yes, with COVID-19; ",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30166-Prev_exposure-3,"In the last 14 days, did you live with, or have you been exposed to, someone diagnosed with COVID-19 or the flu? Yes, with flu",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30166-Prev_exposure-999,"In the last 14 days, did you live with, or have you been exposed to, someone diagnosed with COVID-19 or the flu? Prefer not to answer",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30167-Mask,"In the last 14 days, did you regularly wear a mask indoors, when you were not at home? 
 
This includes work/office, social gatherings, house of worship, medical facility, school, restaurants/bars, sports/recreation or any public transportation such as airlines, or ride sharing situations.",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30168-Distance,"In the last 14 days, did you maintain social distancing from other people who are not from your household in both indoor and outdoor spaces? 
 
This means a safe distance (at least 6 feet) from others.",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30169-Food_poison,"In the last 14 days, did you eat or drink anything that may have given you food poisoning?",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30170-Flu_shot,Did you receive a flu shot/vaccine this season?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30171-COVID_vaccine,Did you receive a vaccine for COVID-19?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30172-COVID_vaccine_type,Please specify the type of vaccine received:,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30175-COVID_vaccine_type_2,Please specify the type of vaccine received:,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30182-Travel,"In the last 14 days, did you travel to any states outside of Virginia?",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-10,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Florida,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-11,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Georgia,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-14,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Illinois,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-19,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Louisiana,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-20,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Maine,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-21,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Montana,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-23,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Nevada,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-24,Please specify which states you traveled to (outside of Virginia) in the last 14 days: New Hampshire,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-25,Please specify which states you traveled to (outside of Virginia) in the last 14 days: New Jersey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-27,Please specify which states you traveled to (outside of Virginia) in the last 14 days: New York,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-28,Please specify which states you traveled to (outside of Virginia) in the last 14 days: North Carolina,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-3,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Arizona,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-33,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Maryland,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-34,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Massachusetts,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-38,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Missouri,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-39,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Pennsylvania,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-40,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Puerto Rico,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-41,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Rhode Island,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-42,Please specify which states you traveled to (outside of Virginia) in the last 14 days: South Carolina,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-45,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Texas,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-50,Please specify which states you traveled to (outside of Virginia) in the last 14 days: West Virginia,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-52,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Wyoming,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-6,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Colorado,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-9,Please specify which states you traveled to (outside of Virginia) in the last 14 days: District of Columbia,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30183-states_specify-999,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Prefer not to answer,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30184-International,"In the last 14 days, did you travel outside of the United States?",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30186-countries_specify,"What countries outside of the U.S. did you travel to, please list:",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30426-housetype_specify,"Other House Type, please specify:",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30428-housecount_specify,Please provide the number of people other than you that live in the household:,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30429-DOB_Age_DEID,What is your date of birth?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30680-race_specify,"Other race, please specify:",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30681-Gender_specify,"Other Gender, please specify:",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30712-Height_Feet,What is you current height? (enter feet and inches separately),COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30713-Height_Inches,What is you current height? (enter feet and inches separately),COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30714-Weight,What is your current weight (in pounds)?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30715-risks_specify,"Other underlying health risks, please specify:",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30717-covid_tst_date_DEID,What was the date of the coronavirus test that you received in the past 30 days (outside of this research study)?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30719-testkit_performing,Please confirm which at-home COVID Test you are taking:,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30725-have_allitems,Do you have everything shown here?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30760-blueline_results,Do you see a Blue Line on your Strip?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30763-pinkline_results,"Do you see a Pink Lineon your Strip?
Look closely, thePink Linemay bevery faint.",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30766-pinkblue_confirm,Does your test strip look like one of these?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30769-blue_nopink_confirm,Does your test strip look like this?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30772-noblue_confirm,Does your test strip look one of these?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30774-unable_select,We are sorry to hear that you were unable to complete the COVID Test. Could you please let us know why you were not able to complete the test?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30777-which_test,Please confirm which test you just attempted to complete:,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30778-willing_retake,Would you be willing to try another at-home test in a few days?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30784-invalid_followup,"Based on your response, we are not sure if your test if Positive or Negative. This can happen sometimes. Please answer a few questions to help us determine what your next steps should be. Which at-home COVID Test did you just take?",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30785-test1_invalid,Would you like to take another at-home COVID test today?,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
30962-Insurance_specify,"Other insurance type, please specify:",COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
31344-devices_own-1,Which of the following devices do you own? Laptop or desktop computer,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
31344-devices_own-2,Which of the following devices do you own? Tablet (iPad or Android),COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT
