variable_name,description,label,datatype,value_constraints,units,required,unique,CDE,form_name,source_file,source_directory,Digest (variable_name|source_file|source_directory)
30712-height_feet,Participants height - feet only (used in conjunction with inches),What is you current height? (enter feet and inches separately),integer,Height in Feet,feet,false,,Health Status,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,49a40bb995fd6df601ec17f8b57a846006af339c6cd896b393431bae3ca002f662c66c2b819ef943802e69c116ae5f5b1fbaa240156b7ded288c97e3993071d4
30713-height_inches,Participants height - inches only (used in conjunction with feet),What is you current height? (enter feet and inches separately),integer,Height in Inches,inches,false,,Health Status,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,5a9b35c801518e21fd3323364db1e056d5f99f50ad9ec229a209b9049b39fcc287457f029bab4531defb4a7a3cff1e4d0cd4f3e531eafbc923d926a8f42ac71d
30097-height_options,Unable to provide height,"Please provide a selection, if you are unable to provide your current height:",categorical,"1, I don't know; 2, Prefer not to answer",,false,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c24b032e96d35386af43d0897a75ca737f3e41327c16fbbe3e556072931c4d8e03d6dbfaceef1045207a55224e55c9866b70561e10fba150d6a643a03ab306e8
33469-_height_success,"System generated variable, not required",,text,,,false,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,628df6cdf9486f72ccb1e0558cb92bb53ac7b77bc73cf0341f8961bec2b18ff815539512e41e73b680a83de5e5ae041a462354632e7edb819f7ea0c206d88f39
30714-weight,Participants weight in pounds,What is your current weight (in pounds)?,integer,Weight in Pounds,pounds,true,,Health Status,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e05be954bec2d26cb54edca1b549968dc303644748ad3012a89ea9199177be3000b3cc9a76ed2dff0e8332ae5e405eff290a6dd469b9b29c17640cb48bee5e88
30100-weight_options,Unable to provide weight,"Please provide a selection, if you are unable to provide your current weight:",categorical,"1, I don't know; 2, Prefer not to answer",,false,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,553e36446785ea1bca6310a60d09e71de0af21a8bfa437fc2939a9cbd840493515b5420e3ead0b2ccd3ac052ab886704206a0c051a275fa8727b99be9d74ece2
33480-_weight_success,"System generated variable, not required",,text,,,false,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,be01fe52dcd519e4cbe53cbfc284ff342be4857e233fb8729ad9d986b72c63d8610b73a33791ca7816fc26e1008b4c34bc4638fc1c3ee47365c757873baa18ca
30101-ace_medication,ACE medication details,"Are you taking any ACE Inhibitor medications (such as Benazepril, Captopril, Enalapril, Fosinopril, Lisinopril, Moexipril, etc.)?",categorical,"1, No; 2, Yes; 999, Prefer not to answer",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ce54a14e72004d865bb2396a20e4ca649925649b6b066f757c148d44be07df7e48768bf01fd826868fbb5071c0afd1008d54187375c6d6f03f85b42574ae64d4
30102-blood_type,Blood Type,What is your blood type?,categorical,"1, O; 2, A; 3, B; 4, AB; 5, Don't know; 999, Prefer not to answer",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,cc088a5e21bd19b88c2b21059361dbe5e3d2f33beff167c11e0af94a99233226ab476824a61aea541a908d944d7b5bc3245554f07bef05170c73f90c53ebe1ea
30103-conditionsrisks-14,Following underlying conditions or risk factors selected; Asthma,Do you have any of the following underlying conditions or risk factors? Asthma,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,1196fa8ddd2c43e86dfa362dd81147daa7402d87b43a0aaba8931ffe1c10a5af499c232885569593d308a0138de007bb2614b3f378dc97819e4ec61604017937
30103-conditionsrisks-2,Following underlying conditions or risk factors selected;Diabetes,Do you have any of the following underlying conditions or risk factors? Diabetes,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,a3a6711a5f9114b64c31cbf10e5617039c9b7c4f6ec8596fdeced0a8924c8efaf91b5f5b1d20a6685fe582380e290efd78bad1b6f4a08a240d52d2a2ca1c6e51
30103-conditionsrisks-3,Following underlying conditions or risk factors selected;Hypertension,Do you have any of the following underlying conditions or risk factors? Hypertension,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f0d6bb004bd683cc667752188b6dcfc8cba8e8b11d136f5b4091f8e5d210daca4076038216f19fc68ab6ce35ffd134a4fcf88033668efd49fd40dd967e9eba1f
30103-conditionsrisks-4,Following underlying conditions or risk factors selected;Obesity,Do you have any of the following underlying conditions or risk factors? Obesity,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,76d9f993e6eb6b8aa959e37f81acecfdd89b219fcc371355f75bbd62b07d827bcbe5aa94599d875048a6c49550238c5805235c148a5f58657e4296502937fdd7
30103-conditionsrisks-5,Following underlying conditions or risk factors selected;Cardiovascular disease,Do you have any of the following underlying conditions or risk factors? Cardiovascular disease,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,13aa37f2f15b7a571744c5641cacf423b4e4a0090c77fd0d5a57ce57c91a976433b17aa12f2993a29e8dfb17c61c1d13491d29a2d60dabf22d621fdf1ee7823f
30103-conditionsrisks-22,Following underlying conditions or risk factors selected;Chronic kidney disease,Do you have any of the following underlying conditions or risk factors? Chronic kidney disease,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,87da899937f298e3f542e1eb0ae718d72b240bd33aac1a373aa23aa64473f85f1a742373b5944175dbe87510c24711bca4714310cf531ebd45d2c6bcda5319e9
30103-conditionsrisks-23,Following underlying conditions or risk factors selected;Chronic lung disease,Do you have any of the following underlying conditions or risk factors? Chronic lung disease,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,45ea10b2628c0aa43093aeb1783d6585107ff7d1eaf5d133103880d28efaedab165feef37ce56f6c791e62e81f253d0c8367f90403688a1892b4a67d06a81e36
30103-conditionsrisks-6,Following underlying conditions or risk factors selected;Renal disease,Do you have any of the following underlying conditions or risk factors? Renal disease,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,9b2dff6fd51695884d8c3e1f39ffd4050a476437a6aebb4208327db02b59277c65840203cb0dfcd341c61ca26c2eb13a6f3909c8985c43688d21aff1eb3b402b
30103-conditionsrisks-7,Following underlying conditions or risk factors selected;Liver disease,Do you have any of the following underlying conditions or risk factors? Liver disease,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,060bc9bdd4184fefcb6527c86aa811ed3c17e0c3a33e07edfc4be276fbb9b529d9d34aa10033974f6bd125e1926afe9d791a39132fbf5327970339dae55c2ef7
30103-conditionsrisks-15,Following underlying conditions or risk factors selected;Sickle cell disease,Do you have any of the following underlying conditions or risk factors? Sickle cell disease,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,bdfc3c8dd39be6a3a8cbfa0bc2ad02ef251fd94186fde43846f69c55a4d4e41d9331555009eaa0cc1a3421e819e441a53c8656dc554df6ac0d6dbdf5f939ea75
30103-conditionsrisks-8,Following underlying conditions or risk factors selected;Immunosuppressive disease,Do you have any of the following underlying conditions or risk factors? Immunosuppressive disease,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,4210d1a9b97317a388cc5c18305405a834f04c0c948a1df3b2ec2e1b003175f77afb5fa9a45bf06e7d0dfc4fc7e31cb96613d9af4f94e298496ea46e93b19623
30103-conditionsrisks-16,Following underlying conditions or risk factors selected;Cancer,Do you have any of the following underlying conditions or risk factors? Cancer,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,a4dedfb53cb440a11143a1a20cdebe4a5f6d91246c57c979c796be1d9e5598c372f905614e7f7f2762a08c5b7806c4662b3af298aca2534b0b21294f2a59748b
30103-conditionsrisks-9,Following underlying conditions or risk factors selected;Current smoker (tobacco),Do you have any of the following underlying conditions or risk factors? Current smoker (tobacco),categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d787428001e598a9c8ab8588cea72000121b2d113f7580a3fe061320b331ce0d8382c280ac497b169b7d00d4cb0efd42dc04dcc16754fc1117198a271b344d73
30103-conditionsrisks-10,Following underlying conditions or risk factors selected;Current substance use,Do you have any of the following underlying conditions or risk factors? Current substance use,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,a86dd4f94b69e67ba5092d4209636b0563b90a784bab9e142ae34580e527dfa820f78083ba5ab71f6ac4a4117970393f47a9306c1d0f7e5a2cc904b714e0b99b
30103-conditionsrisks-17,Following underlying conditions or risk factors selected;Current Vape Use,Do you have any of the following underlying conditions or risk factors? Current Vape Use,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,16d74e555f1b5b634bb994b4699aac2d294bf0a0eb079a32c4cd2c3176b9d705b0001f0fb2fcb773967f1e0ce3d147199595dca59477a44608d6b332b50ce7fd
30103-conditionsrisks-13,"Following underlying conditions or risk factors selected;Mental Health conditions, including serious mental illness","Do you have any of the following underlying conditions or risk factors? Mental Health conditions, including serious mental illness",categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,42023c1f538f9dfd78ea47505ac57cf346d5caea82ac12364940a680e526a9e6e26c3da83a1937ded256370acccd4fb992f6e009e5275000dc6d8ad529b533dc
30103-conditionsrisks-19,Following underlying conditions or risk factors selected;Other,Do you have any of the following underlying conditions or risk factors? Other,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,cef96bdf6e799d4d64cda2246d31f2c53802d5e12448ab837fc9503e55f70e16cd4c70fc9d845c33f4411f0c93baf3c84af55707c0ec31c98e07cece110c8961
30103-conditionsrisks-20,Following underlying conditions or risk factors selected;I do not have any underlying conditions or risk factors,Do you have any of the following underlying conditions or risk factors? I do not have any underlying conditions or risk factors,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,aa93156246b6bc84eb14ed96e8e2ba4a0683d38291dc4d950137f505851925c78f95a846681f465d2cb3de8eca77a479e3a395e24597abb657e47eb04934cc3f
30103-conditionsrisks-999,Following underlying conditions or risk factors selected;Prefer not to answer,Do you have any of the following underlying conditions or risk factors? Prefer not to answer,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,45857d95eae42a018ac7c4baa77076143f7c6cbbd467016dbe3b9340cb87a46612b2fd6c67ff518e586b29d2a2f2f515eb5bf0d29585d11ccd938a2bf67998dd
30715-risks_specify,Other underlying health risks that the participant has indicated,"Other underlying health risks, please specify:",text,,,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c4b6d4331552415430f71090dd80fbd379b81d5dbd9d9186a69c146bc494c10fac00a5d4903d5c0c0c78fc37c80d79140d70be4fce6bebbb6ee7ed6d5324445a
30106-currently_pregnant,Pregnancy Status,Are you currently pregnant?,categorical,"1, Yes; 2, No; 3, I don't know; 999, Prefer not to answer",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d7563cb2acb140d35579a2220299163c3a59c77da01dffdc8212e13c58350edbe9158bc7b7cc474ca16a7fc1dae08110fae592ed94e81c1e56fbf7bc21579c35
30107-alcohol_consume,Alcohol Use,Do you drink alcohol?,categorical,"1, Yes; 2, No; 999, Prefer not to answer",,true,,Medical History,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,69721113b06e35690d8d19dc91fc1ca53b84e232ccbe9b8ff83c047672533485cce96626f04b0b55a9bb8075ebcc6764eac01d49d23a7d0246b1850ab30595f4
30108-employed_currently,Employment Status,Are you currently employed?,categorical,"1, Yes full-time; 3, Yes, part-time; 4, Yes, temporary; 5, No; 999, Prefer not to answer",,true,,Employment,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d9aff0cdc53f59811d1d8a89d3e7309f2190e7b798b5551b562abf5d4365041e9051d5f4412f42f40be1ad5fe181649db980e5f66b6906bd8b52d6dbfabd0981
30109-health_professional,Health Professional Status,"Are you a health care or an allied healthcare professional(e.g. medical, nursing, long-term-care facility, dentistry, pharmacy, EMT/paramedic, other)?",categorical,"1, No; 2, Yes; 999, Prefer not to answer",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c79652f3d30dbae77934282dbb4f295626d64b8bce9c07ed52023f21bea4c76ba66d89268b772ec44c92f535bcce078318a09baabaeb4c1c465eb8aa8518eb46
30110-essential_worker,Essential Worker Status,"Are you an essential worker (other than a healthcare professional) required to workin close contact with others (e.g. retail salesperson, cashier, bus/taxi driver, firefighter, police officer, security guard, custodial staff, restaurant staff, housekeeper, childcare worker, construction worker, other)?",categorical,"1, No; 2, Yes; 999, Prefer not to answer",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,8e3a0ed054876699ae8525a4cc456efa6290b19c44765b678b072d5cfcb61aa915ac2d525d955a290925786680d120a34fa55f0758bc8f901a73e060660ae5dd
32136-vaccine_didyou,Vaccination Status,Did you receive the COVID-19 vaccine?,categorical,"1, Yes; 2, No; 4, Not sure, I participated in a COVID-19 vaccination trial; 999, Prefer not to answer",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,21b0cfa764cb24b6bd30083704ec142b44e5b850d617a1294c6624f27a3a1559df086b0846697d0f1c23a04a4d5887caf7b8ac90ac01a23c37c55305c26fb358
32137-vaccine_avail,Vaccination Likeliness to Receive,"When a COVID-19 vaccine is available to you, how likely are you to get vaccinated?",categorical,"14,  Very likely; 15, Likely; 16, I do not know yet; 17, Unlikely; 18,  Very unlikely",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,b10287d5368d3595108c3d7980bf0fa11dd736e1b1c07aabaa08cfba410413adee12783c0161a3cf0f15818437435991a3893d9805a5a3d43cbc56db51a722cc
32138-vaccine_factors-1,Factors that might make participant less likely to get the vaccine selected; I will not get/am never sick,What factors might make you less likely to get the vaccine? I will not get/am never sick,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,c5c3ea38f63c4d3bf0e998dcc842eeb0464ae69ab4124ded14b1982e1a6820159e2cd3f24a36ce951e51a6a93135494c7cf71360c299443408b9090a344e0636
32138-vaccine_factors-2,Factors that might make participant less likely to get the vaccine selected; It's just a virus/not fatal/not necessary,What factors might make you less likely to get the vaccine? It's just a virus/not fatal/not necessary,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,cb37a4828fd38e900efa44ae8f5c57fbd2a799b5421c5b42a76648f17883603d902a9a915273b1260dd8d54b69f08a0c1685a68607aac03f4bb9578b77e32b2b
32138-vaccine_factors-3,Factors that might make participant less likely to get the vaccine selected; I never get vaccinated,What factors might make you less likely to get the vaccine? I never get vaccinated,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,81b1a12a7e3dba7adc4de3b4e8c4c60721673e1b48df60cf23dcce19509fa1f65753b377799df776371f101a37ea4bd5adbb62feb3c34941ecda6152789fb9c4
32138-vaccine_factors-4,Factors that might make participant less likely to get the vaccine selected; I do not trust the vaccine,What factors might make you less likely to get the vaccine? I do not trust the vaccine,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,About You,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,3d67c4303ce6a12d2c06c86a896cff093de04c6363077846e7276a2703bc633af0efff2715a6e4d78db192286905491970d0cd45cce49d6654b9e134d970cd17
