variable_name,form_name,section_header,ui,label,value_constraints,field_note,pattern,min,max,branching_logic,required,Custom Alignment,question_id,Matrix Group Name,description,source_file,source_directory,Digest (variable_name|source_file|source_directory)
work_closecont_2,work_ppe_and_distancing,Family Income,radio,Does your work require you to be in close contact (i.e. within 6 ft) with others?,"1,Yes, all of the time|2, Yes, most of the time|3, Some of the time|4, Rarely|5,Not at all| 99, Prefer not to answer",,,,,"[current_employment_status] = '1' ",,,,,|https://www.phenxtoolkit.org/toolkit_content/PDF/WT_UK_COVID19.pdf,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,5a92fa17c35d2b7d3db27c0f6a31e774606edc07cd427045b8f51282c091b8f3054c805bd0edb3e5bb122607250e6410871898162a3fb8d6445c6eb0a0f6c4c2
work_ppe_2,work_ppe_and_distancing,Family Income,radio,"In your workplace, do you have access to necessary personal protective equipment (PPE)? ","1,Yes, all of the time|2, Yes, most of the time|3, Some of the time|4, Rarely|5,Not at all|6, Not applicable| 99, Prefer not to answer",,,,,"[current_employment_status] = '1' ",,,,,|https://www.phenxtoolkit.org/toolkit_content/PDF/WT_UK_COVID19.pdf,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,a22265b7aeb8e059367043ab1e7916b768e044e52360bd8c0ede6f2529bc4d7a0d90c5494ed4c4218202d4b2c12d6b6280d917764a6300d83eafdf3788a637a7
med_hx_date_mdy,medical_history,Medical History,text,Date of Medical History Collection,,MM/DD/YYYY,date_mdy,01/01/1900,,,,,,,Note: Maximum expected day = Current day.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,1ccccf4ec55b8a605e0240fd38418b516c908f52f6e7e4d4e425bf0a3f8f6a82618fafe96d83762dc20148ecc61b68afe8a1fb62c56f702e12d63ba38c2eaac3
current_conditions,medical_history,Conditions,descriptive,Do you have any of the following conditions? (Select all that apply),,,,,,,,,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,dd443170fc0d84963819ff4cd8169ada0bba062a1acef64d8d2fef2b26da03d2b60e3cb30612ba50b8c9775e0c8bb43977478346127c81a68808c0d3b8cf8d9a
cc_imm_2,medical_history,Conditions,radio,Immunocompromised condition,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey-  Update with reference if exists,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,badae316378373777f028c6803e3ee40271ed7b3f800ec156c32263d061cd2b486d2850017e6a554f09e92b25a7b350faacf521f671672a1e1ef3c5820f6dbaa
cc_autoimm_2,medical_history,Conditions,radio,Autoimmune disease,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,|||Recommendation from RADx-UP projects,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,0ab4f18de54a123d72486d738bfe31e1cc7bc5ff9d836bd07636a035f1be1efa0a04bf5de581d47c424756e7ab4dab4814b0dfd95a6a599c4f39109df1f5f175
cc_hypertension_2,medical_history,Conditions,radio,"Hypertension (HTN, high blood pressure)","1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,99a25987e35618fe39455e7faa8b0f8f5565efd38e8a1613b72289e13f1db178258bcc3cf3f8e5ac3690d1ea30c3a8e2fbaf31a65145d97c8e7a3c9318770f3f
cc_diabetes_2,medical_history,Conditions,radio,Diabetes,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,b1b9657971a2c13a882386cb3ec8fe4d8d5dbead881a676e0eaa46652ffe20d1fe4d2fc9262cd5e35f3e5ee68f2415f9c813e771f844e9c022afb7d6756e0961
cc_chronickd_2,medical_history,Conditions,radio,Chronic kidney disease (CKD),"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,d8780525c15481e9006190eba84c6ae113f0ef2489304abc08c1e8eb7dc19ebb44cf3f16246e4ba2f922ecdcf9a4dddace9762897387c68f097ed6140ea6a99f
cc_cancer_2,medical_history,Conditions,radio,Cancer diagnosis and/or treatment within the past 12 months,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,2c765ca340517ca4b69b4517536387c0115779b3fe193aff9c3179414eb8d8ce656de4bca9248b3e31eee96b9e7fc66c8ddb7ac1ed5b556f98cceb799010dc6c
cc_cvd_2,medical_history,Conditions,radio,Cardiovascular disease (CVD or heart disease),"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,d00cb97d040056d5de9c973ba6ef848251e89e54993b1a7ae0cc6cfdd2719d836148ee9261c5ed1f9c5adaa22117481be6c64f3199a189cd42a240ad3eb0f566
cc_asthma_2,medical_history,Conditions,radio,"Asthma ","1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c0883126eee91dc41110fe76f5f806807f4c98eb415e08d1f73c4cb182996cd493b51b6d2ab235ebe75bc66ad54d7f36a06aa4b26ed0e7c429014bb64a0957ad
cc_copd_2,medical_history,Conditions,radio,Chronic obstructive pulmonary disease (COPD),"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,ce87779bc197194daf25207a76d72a011a104563842b7208b31b7f70ca05fc542bad697ca2c838c4016cba9795ed8b245697ccc5d2f569f626cbc0d2ad8b0af6
cc_clung_2,medical_history,Conditions,radio,Other chronic lung disease,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey -Update with reference if exists,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,a2ee607e6849a4d1177219f51bc0db48175f59a5d6702c6b4f2232ec84cb2902dc97dd9dcda345ace214cfb02f91c6a4d9aaa04dbaffd159f303c6ffd9907b32
cc_sickle_2,medical_history,Conditions,radio,Sickle Cell Anemia,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey -Update with reference if exists,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,77fcd3d838d48f26083fd17b5fcd9e93437b7a3dbbb1cc5b70b7d5652424e77f9ad4215a696c5a8ef5cea12938ece939d6ab1de6a2d50efdca1e46633782494d
cc_depression_2,medical_history,Conditions,radio,Depression,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,fe03ba1bf0c678fe725a728bb02f8b0e92e8e4b75c248ce5e7bb84dea015e074e4fed4ff8780c58050c84d09de09ceeb3dabf8db5d372ebd4e4d4fae331d86cd
cc_asud_2,medical_history,Conditions,radio,Alcohol or substance use disorder,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,cae4fc643a010d20be4f4069fd9fb6ee7ddc6e885f1df4a8c5c99c44a1247e6febb7120427380dd6cf87c2f649f2d84f208ded8a15437fe55a1eb1cfa5e041c6
cc_intrav_2,medical_history,Conditions,radio,Intravenous drug use,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,|||Recommendation from RADx-UP projects,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,2fb6cfcadcef168113a8cd3130b979d4c4b5536f82af8071385719d7ff550488990a91ac89bc66bcd8171bc885b51a17362a2ba6c4add25746f85e09b77e1d52
cc_othermh_2,medical_history,Conditions,radio,Other mental health disorder,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,8dd4d97da3788fc6978cc365d2bda69acc3b7598a7af321906dd43f2d18576daa7fc792d7d0e30c892f84e12f3636054b48966d5e73c30d4e471120befba8dff
cc_otherchroniccond_2,medical_history,Conditions,radio,Other chronic condition,"1, Yes | 0, No| 99, Prefer not to answer",,,,,,,RH,,,JHU C4WARD|https://www.phenxtoolkit.org/toolkit_content/PDF/JHU_C4WARD_Health.pdf|C3PNO from JHU Community Survey,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,9d7fc8ddacbf3af0ac8a5d366f22b34a60dcc630442d8b5658e1b6af098c3bfaec34fbb95e8c4d7a0357b0e8cc594c4efb498c7d312d24242ce8b2e73123aae6
hlthstat_date_mdy,health_status,Conditions,text,Date of Health Status Collection,,MM/DD/YYYY,date_mdy,01/01/1900,,,,,,,Note: Maximum expected day = Current day.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,12aedad524fdfabe1fd0904117d61d5b1b6c3c1d32c971c375ec9f52926f7d02422d170c0ed9753162c0b777471e646ffc081d5557228652d6f2a51d945e9b6b
self_reported_height_coded,health_status,Height,radio,"How tall are you without shoes? 

Please choose the units you would like to use for height","1, Feet and inches | 2, Meters and centimeters | 98, Don't know | 99, Prefer not to answer",,,,,,,,,,PX020704|https://www.phenxtoolkit.org/protocols/view/20704?origin=search|2007-2008 National Health and Nutritional Examination Survey (NHANES) Weight History Questionnaire,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,bd6e0c57bbf4cfc6ddccd31495d05ed81caf2279dea0708c4426dc78694f52dc6c383f5e5b66d5fcefc3c5231e2418a9e026350e3fda2ba1a51617da184e86fc
self_reported_height_feet,health_status,Height,text,Feet,,,integer,0,10,"[self_reported_height_coded] = ""1""",,,,,PX020704|https://www.phenxtoolkit.org/protocols/view/20704?origin=search|2007-2008 National Health and Nutritional Examination Survey (NHANES) Weight History Questionnaire,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,e82d70647f4ef87bb5d8d04fe25cbd19746110da7ad4ba413789463fd8a9eb5112cc7dae52c7067c510299d6588fff4a8c556bac4343b00a05411bf988584ca8
self_reported_height_inches,health_status,Height,text,Inches,,,number,0,11,"[self_reported_height_coded] = ""1""",,,,,PX020704|https://www.phenxtoolkit.org/protocols/view/20704?origin=search|2007-2008 National Health and Nutritional Examination Survey (NHANES) Weight History Questionnaire,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,16b0f2576449e921ba0079b2d17c76eb06aef01638321a284763d6d367b27b4e9cf697f3aceed05f0b09254c40cf77f19a552cff51b772447fcbaf3545c28cda
self_reported_height_meters,health_status,Height,text,Meters,,,integer,0,3,"[self_reported_height_coded] = ""2""",,,,,PX020704|https://www.phenxtoolkit.org/protocols/view/20704?origin=search|2007-2008 National Health and Nutritional Examination Survey (NHANES) Weight History Questionnaire,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,777fb1b779c568e3c9bae83433647208c7a00bdf78ce23062150aa3ba76f5b922983b2fb25016e8c0b953c846a2b1be3aec80ef9f03e1a356319f62a3be56481
self_reported_height_centimeters,health_status,Height,text,Centimeters,,,number,0,99,"[self_reported_height_coded] = ""2""",,,,,PX020704|https://www.phenxtoolkit.org/protocols/view/20704?origin=search|2007-2008 National Health and Nutritional Examination Survey (NHANES) Weight History Questionnaire,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,46b920915d35573953ab25c87ec2faea2daa6baf65b0c0ea5edee38efd885d85dc9570947c7ddc7c44023e998bc9897049d08579286eb3cd82f1cb39d3a877ce
self_reported_weight_units_2,health_status,Weight,radio,Please choose the units you would like to use for weight,"1, Kilograms | 2, Pounds| 99, Prefer not to answer",,,,,,,,,,PX021502|https://www.phenxtoolkit.org/protocols/view/21502?origin=search||2007-2008 National Health and Nutrition Examination Survey (NHANES) Anthropometry Procedures Manual,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,f85e68245be96d59730f18e5529bc7e2388c00a40e462f9d341edd3794d4d5a73a60840e2ace764d0ecdaf63f84cd47f404933035461b987c295a27d6357bfde
self_reported_weight_kgs,health_status,Weight,text,"How much do you weigh without clothes or shoes? 

If you are currently pregnant, how much did you weigh before your pregnancy?",,,number,0,635,"[self_reported_weight_units_2] = ""1""",,,,,PX021502|https://www.phenxtoolkit.org/protocols/view/21502?origin=search||2007-2008 National Health and Nutrition Examination Survey (NHANES) Anthropometry Procedures Manual,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,2f86e07e2137bb74a50323eb0aa6c063f477491991ac723b2e200351cb18554b8ee841a475131cb4bc139d0ba6df5504cbfcc6c231ecb7e175cc7bed8f026b34
self_reported_weight_lbs,health_status,Weight,text,"How much do you weigh without clothes or shoes? 

If you are currently pregnant, how much did you weigh before your pregnancy?",,,number,0,1400,"[self_reported_weight_units_2] = ""2""",,,,,PX021502|https://www.phenxtoolkit.org/protocols/view/21502?origin=search||2007-2008 National Health and Nutrition Examination Survey (NHANES) Anthropometry Procedures Manual,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,5085eeec077144dbb7815ebd9b1ee3e1a920ba922f98f57482602abddc3f7dea090f9170a8cbad1fd40b6f94cfa6bb08ec24b9591890ed9873213319fbc121bc
self_rpt_hlth_stat_asses,health_status,Self-reported Health,radio,"Would you say your health in general is excellent, very good, good, fair, or poor?","1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor | 99, Prefer not to answer | 98, Don't know",,,,,,,,,,PX770101. This question 'self_reported_health_status_assessment' can also be submitted with the variable name synonym 'self_rpt_hlth_stat_asses'.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,f3693f6234840ddc9c0fcbe3ea7ec6483ff38d1d76dd7466bfc982a9eb8661c04820880adbde33342ecddf9f46493f37bdc1fd1f0025d01b8ceed5c599674a68
self_reported_disability,health_status,Self-reported Health,radio,"Do you have a disability that interferes with your ability to carry out daily activities? Examples of daily activities include walking, climbing stairs, shopping, balancing a checkbook,  bathing or dressing.","1, Yes | 0, No | 98, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,a49d044a2ff47060b12a83676f7ccbb08f397bf94e68ce3a57789de1e5c0d240b6fac5c80e247b89c55c0e8b1d33cc5f490411a079f55118cacadac81193a4be
vacc_date_mdy,vaccine_acceptance,Self-reported Health,text,Date of Vaccine Acceptance Collection,,MM/DD/YYYY,date_mdy,01/01/1900,,,,,,,Note: Maximum expected day = Current day.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c34e13af456417a351d6004d3a96b752a905fcae6a34775307af9e2aae5ba61d84ce043706ad78c74cf227d2463ff95b15f2728fc76c4930552b6192b9d4ca27
flu_vaccinehistind_2,vaccine_acceptance,Vaccination,radio,Have you ever received a flu vaccination?,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,,,,,,C08096,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,d9e9577a5b1066014d5bbaff8f4ea18a3c1474155245ffeca48650005487426a39a16b531e4dcd8f2b6497cce491d9cc230cd184705b1084648179c864b54324
flu_vaccine_season_3,vaccine_acceptance,Vaccination,radio,Have you received a flu vaccine in the last 12 months?,"1, Yes | 0, No | 98, Don't know| 99, Prefer not to answer",,,,,"[flu_vaccinehistind_2] = ""1""",,,,,UPENN SURVEY,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,08f9d00d836f83bc8c64e1af13753cdcf0f723d0fc6f087248b8db41e5118bf13943d7de1b4843895ae5eb85a52948f91137aaabf57c7fbd8b5e9ab84b2f0d26
covid_vaccine,vaccine_acceptance,Vaccination,radio,Have you received a COVID-19 vaccine?,"1, Yes | 0, No | 98, Prefer not to answer | 99, Don't know",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,28215a95164e94a91e4564767375d6bf661793b9a25caa81fafd4099acda5872a3a740d6f3da2d4323fc865f1f09ce126c93df7475334af878a2ebb394d37b54
vaccine_avail,vaccine_acceptance,Vaccination,radio,"How likely are you to get an approved COVID-19 vaccine when it becomes available? ","1, Very likely | 2, Fairly likely | 3, Not too likely | 4, Not at all likely | 5, Definitely not | 98, Don't know | 99, Prefer not to answer | 97, Not applicable",,,,,"[covid_vaccine] = ""0""",,,,,| From CEAL questions,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,e807cd30bd238a7af1e470a929474a23cef3e50bebbd87d34bdc826b0ddba1dbf03b0595514606145f8d8e67163d350887e894a42391a44cf1e8cd570a567b80
vaccine_reasons_3,vaccine_acceptance,Reasons for Getting/Not Getting a COVID 19 Vaccine,checkbox,Why would you get a COVID-19 vaccine?,"1, I want to keep my family safe | 2, I want to keep my community safe | 3, I want to keep myself safe | 4, I have a chronic health problem, like asthma or diabetes | 5, My doctor told me to get a COVID-19 vaccine | 6, I don't want to get really sick from COVID-19 | 7, I want to feel safe around other people | 8, I believe life won't go back to normal until most people get a COVID-19 vaccine | 10, Required by my school or workplace | 11, Required for travel | 9, Other | 96, Not Applicable| 99, Prefer not to answer",Check all that apply,,,,,,,,," @NONEOFTHEABOVE='96'| From CEAL questions",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,f81b5e9be7ffc360a9d858939a7934788c203ef957e656d9b7158d5fa77329f3393ad3082d9f048eaadc563f6402442b3b948083edf6317f55adaf17858bfcdb
vaccine_concerns_3,vaccine_acceptance,Reasons for Getting/Not Getting a COVID 19 Vaccine,checkbox,"Why would you NOT get a COVID-19 vaccine? ","1, I'm allergic to vaccines | 2, I don't like needles | 3, I'm not concerned about getting really sick from COVID-19 | 4, I'm concerned about side effects from the vaccine | 5, I don't think vaccines work very well | 6, I don't trust that the vaccine will be safe | 7, I don't believe the COVID-19 pandemic is as bad as some people say it is | 8, I don't want to pay for it | 9, I don't know enough about how well a COVID-19 vaccine works | 10, Other | 96, Not Applicable| 99, Prefer not to answer",Check all that apply,,,,,,,,," @NONEOFTHEABOVE = '96'| From CEAL questions",RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,43598b63f63c609bc30c89229e26b0684a3f6fdf906fbc6a5c6798a0180788b8d40b8a15852043bfe31941ab287a8e00ef6119fac832a0407959ff16582089c6
test_date_mdy,testing,Reasons for Getting/Not Getting a COVID 19 Vaccine,text,Date of Testing Collection,,MM/DD/YYYY,date_mdy,01/01/1900,,,,,,,Note: Maximum expected day = Current day.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,95c2e712f5c43b5081ea42f16d489d1466d332151e57ebdcec0ab52dcc7a7efc722d94d50177003935b0f48727ddab58750b8a4195420008e8f91be1dc32254a
isolate_maintain_job,testing,Reasons for Getting/Not Getting a COVID 19 Vaccine,radio,"If you were to test positive for COVID-19, would you be able to isolate without losing your job?","1, Yes | 2, No | 98, Don't know | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,9ead51f631647912ee6c2e0b4ef1ecce7a7a133fdb738bd0e5fbe1c4a802683707166f04e0793b2cbec145ccff61daa42a1f773e6eab24c59814d4e2b88c71ee
