Id,Description,Datatype,Units,Enumeration,Label,Additional Missing Value Codes,Terms,Unit,Section,ui,Notes,min,max,CDE Reference,pattern,phi_id,branching_logic,required,form_name,header,Variable Classification,Validation,Field Notes,Branching_Logic,CDE_Reference,Custom Alignment,source_file,source_directory,Program,Title,Summary
recentyear_covidtest_3,,int,,"""1""=[2019] |""2""=[2020] |""3""=[2021] |""4""=[2022] |""5""=[2023] |""6""=[2024] |""7""=[2025] |""99""=[Prefer not to answer] ",What year did you have your most recent COVID-19 test?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
redcap_event_name,,,,,REDCap event name used to label longitudinal data,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_origcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
redcap_repeat_instance,,,,,REDcap repeating instance counter for instruments,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_origcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
redcap_repeat_instrument,,,,,REDCap instrument that may be repeated,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
self_reported_height_coded,,int,,"""1""=[Feet and inches] |""2""=[Meters and centimeters] |""98""=[Don't know] |""99""=[Prefer not to answer] ",How tall are you without shoes? Please choose the units you would like to use for height,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_origcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
self_reported_weight_units_2,,int,,"""1""=[Kilograms] |""2""=[Pounds] |""99""=[Prefer not to answer] ",Please choose the units you would like to use for weight,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
sex_orient_id,,int,,"""1""=[Gay] |""2""=[Lesbian] |""3""=[Straight; that is, not gay or lesbian, etc.] |""4""=[Bisexual] |""96""=[None of these describe me] |""99""=[Prefer not to answer] ",Which of the following best represents how you think of yourself at this time?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
smoker_cur_stat_2,,int,,"""1""=[Not at all] |""2""=[Rarely] |""3""=[Some Days] |""4""=[Every Day] |""98""=[Prefer not to answer] |""99""=[Don't know] ",Do you now smoke cigarettes?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_origcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
smoker_number,,decimal,,,"If you smoke every day, on average, how many cigarettes per day do you smoke? ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
sociodem_date_mdy,,date,,,Date of Sociodemographic Data Collection,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
sym_date_mdy,,date,,,Date of Symptom Collection,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
test_accesseasy_2,,int,,"""0""=[Strongly disagree] |""1""=[Disagree] |""2""=[Neither disagree or agree] |""3""=[Agree] |""4""=[Strongly agree] |""99""=[Prefer not to answer] ",It is easy to get tested for COVID-19.,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
test_accesswhere_2,,int,,"""0""=[Strongly disagree] |""1""=[Disagree] |""2""=[Neither disagree or agree] |""3""=[Agree] |""4""=[Strongly agree] |""99""=[Prefer not to answer] ",I know where I can get COVID-19 testing in my community.,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
test_date_mdy,,date,,,Date of Testing Collection,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
tested_for_covid,,int,,"""1""=[Yes] |""2""=[No] |""98""=[Don't know] |""99""=[Prefer not to answer] ",Have you ever been tested for COVID-19?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
tested_positive_for_covid,,int,,"""1""=[Yes] |""2""=[No] |""98""=[Don't know] |""99""=[Prefer not to answer] ",Have you ever tested positive for COVID-19?,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
vacc_date_mdy,,date,,,Date of Vaccine Acceptance Collection,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
vaccine_avail,,int,,"""1""=[Very likely] |""2""=[Fairly likely] |""3""=[Not too likely] |""4""=[Not at all likely] |""5""=[Definitely not] |""97""=[Not applicable] |""98""=[Don't know] |""99""=[Prefer not to answer] ","How likely are you to get an approved COVID-19 vaccine when it becomes available? ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",,,,,,,,,,,,,,,,,,,,,20230608_project96_DICT_transformcopy_v1.csv,phs003234,RADx-UP,COVID-19 testing and vaccination social network diffusion for diverse criminal legal involved communities,
